id_aeroport;length_ft;le_identificateur;le_seuil_decale_ft;he_identificateur;he_seuil_decale_ft
NUR;3608;10;;28;
NUS;2972;13;;31;
NVA;5880;2;395;20;
NVK;2982;1;;19;
NVN;4651;7;;25;
NVP;3937;7;;25;
NVS;5348;12;525;30;1280
NVT;5581;7;;25;
NWA;4265;13;;31;
NWI;4154;4;;22;
NWI;6040;9;;27;
NYI;4227;7;;25;
NYN;3484;18;;36;
NYN;5390;5;;23;
NYO;6690;16;;34;
NYO;9442;8;419;26;
NYT;12000;16;;34;
NYU;8500;18;;36;
NZA;5906;8;;26;
NZC;3355;7;;25;90
NZE;4921;18;;36;
NZY;7500;11;;29;
NZY;8000;18;;36;
OAG;2559;4;;22;
OAG;5499;11;;29;
OAH;9140;18;;36;
OAI;11820;3;;21;
OAJ;7100;5;;23;
OAK;3372;15;;33;
OAK;5454;09L;;27R;
OAK;6212;09R;;27L;
OAK;10000;11;;29;
OAL;6890;16;;34;
OAM;2775;2;;20;
OAM;3107;11;;29;328
OAM;4210;18;;36;
OAR;3000;11;;29;
OAX;8038;1;;19;
OBD;2503;8;;26;
OBE;4000;14;;32;
OBE;5000;5;;23;
OBF;7500;4;;22;
OBI;5249;10;;28;
OBL;9777;5;;23;
OBN;2953;4;;22;
OBN;4068;1;;19;
OBO;8202;17;;35;
OBS;4675;18;;36;
OBU;4000;9;;27;
OCA;4500;4;;22;500
OCC;6760;15;;33;
OCE;3201;2;;20;
OCE;4072;14;;32;
OCF;3010;8;;26;
OCF;6907;18;;36;
OCH;5000;18;;36;
OCJ;3000;9;;27;
OCN;2712;6;;24;
OCV;3937;1;;19;
OCW;5000;5;;23;199
OCW;5000;17;501;35;
ODB;4527;3;;21;
ODC;3020;10;;28;
ODD;4215;13;;31;
ODD;4488;4;;22;
ODE;6053;6;;24;
ODH;6030;9;2;27;
ODL;4527;15;;33;
ODR;3198;9;;27;
ODR;3503;18;;36;
ODS;9183;16;;34;
ODW;3244;7;508;25;143
OEA;2625;14;375;32;260
OEA;3450;9;;27;120
OEC;3609;8;;26;
OEO;3862;10;;28;
OER;6607;12;;30;
OES;5905;12;;30;
OFF;11700;12;1000;30;1100
OFK;5800;1;;19;
OFK;5800;14;284;32;357
OGA;3698;13;;31;
OGA;5100;8;;26;
OGB;4500;5;;23;
OGB;5401;17;;35;
OGD;5195;16;;34;
OGD;5600;7;;25;159
OGD;8103;3;;21;851
OGG;4990;5;;23;
OGG;6995;2;;20;
OGL;4000;06L;;24R;25
OGN;4920;8;;26;
OGS;5200;9;;27;
OGX;9843;2;;20;
OGX;10171;18;350;36;
OGZ;9843;10;;28;
OHA;6998;15;2099;33;2099
OHA;8028;9;486;27;
OHD;8366;2;;20;
OHI;4921;17;;35;
OIA;3937;14;;32;
OIC;4724;1;;19;440
OIM;5905;3;;21;
OIR;4922;13;;31;
OIT;9840;1;;19;
OJC;4098;18;;36;
OKA;9840;18;138;36;
OKC;3079;18;;36;
OKC;7800;13;;31;
OKC;9800;17R;;35L;
OKC;9802;17L;;35R;
OKD;4920;14;;32;
OKE;4430;4;;22;
OKI;6531;8;;26;
OKJ;9843;7;;25;
OKK;4001;14;;32;
OKK;5201;5;;23;
OKM;5150;18;;36;
OKN;4921;8;;26;
OKO;11000;18;;36;
OKR;3281;12;;30;
OKS;4701;12;;30;
OKY;2999;5;;23;
OKY;3278;9;;27;
OKY;5410;14;;32;
OLA;8904;15;;33;
OLB;8025;5;805;23;495
OLC;3937;4;;22;
OLD;3199;4;;22;
OLD;3999;12;;30;
OLD;8400;17W;;35W;
OLF;5089;11;;29;
OLM;4157;8;;26;
OLM;5501;17;;35;
OLP;5220;6;;24;
OLV;6000;18;;36;
OMA;8153;18;140;36;
OMA;8500;14L;;32R;
OMA;9502;14R;;32L;
OMB;5285;14;;32;
OMC;6120;18;1495;36;
OMD;5252;2;;20;
OME;5576;3;;21;
OME;6001;10;;28;
OMF;9819;13;;31;
OMH;10658;3;;21;
OMI;11500;12L;;30R;
OMI;13500;12R;;30L;
OMK;4667;17;;35;
OMM;5782;6;;24;
OMM;8635;13;;31;
OMO;7874;16;;34;
OMR;5906;1;;19;
OMS;8202;7;;25;
OMS;9435;6;;24;
OND;4423;16;;34;
OND;9800;8;;26;
ONG;4987;9;;27;
ONJ;6562;11;;29;
ONO;4307;14;220;32;
ONR;2690;18;;36;
ONS;3257;12;;30;
ONS;4494;1;;19;
ONT;10200;08R;;26L;
ONT;12198;08L;998;26R;
ONX;6001;18;;36;
OOK;3218;16;;34;
OOL;6699;14;;32;
OOM;6955;18;233;36;
OOR;2887;14;;32;
OOR;4724;5;;23;
OPI;4331;12;;30;
OPO;11417;17;984;35;492
OPS;5348;3;;21;
ORA;4839;1;417;19;112
ORB;8535;1;;19;
ORD;7500;04L;;22R;
ORD;7500;09L;;27R;
ORD;7967;09R;;27L;
ORD;8075;04R;;22L;
ORD;9686;15;;33;
ORD;10801;10C;;28C;
ORD;13000;10L;;28R;
ORE;7887;7;;25;
ORF;4875;14;213;32;
ORF;9001;5;1000;23;
ORH;5000;15;;33;
ORH;7000;11;;29;
ORK;4298;7;;25;
ORK;6998;17;;35;
ORM;4160;03L;;21R;
ORN;10039;7;;25;196
ORR;3740;17;;35;
ORT;5100;5;;23;
ORU;6125;9;;27;
ORU;8075;18;;36;
ORV;4000;6;;24;
ORW;5000;6;;24;
ORX;5249;17;;35;
ORY;7874;2;;20;
ORY;10892;8;;26;1427
ORY;11975;6;984;24;
OSB;8695;15;;33;
OSD;4034;12L;;30R;
OSD;8202;12;;30;
OSH;3060;13;;31;
OSH;3424;4;;22;
OSH;6178;9;;27;
OSH;8002;18;;36;
OSI;8199;11;;29;
OSK;4921;1;;19;
OSL;9678;01R;;19L;
OSL;11811;01L;;19R;
OSN;9004;9;;27;
OSO;6550;12;;30;
OSR;11484;4;;22;
OSS;8576;12;;30;
OST;10499;8;985;26;1362
OSU;2994;09L;;27R;
OSU;3438;14;;32;
OSU;3555;5;;23;
OSU;5004;09R;;27L;
OSW;5840;07R;;25L;
OSW;9550;7;;25;
OSY;2749;7;;25;
OTH;4471;13;;31;
OTH;5321;4;;22;
OTI;7880;9;;27;
OTK;2910;1;;19;
OTK;5001;13;;31;
OTM;5178;4;;22;
OTM;5885;13;;31;
OTN;5800;18;;36;1541
OTP;11484;08L;;26R;
OTP;11484;08R;;26L;
OTR;3281;18;;36;
OTZ;3800;17;;35;
OTZ;5900;9;;27;
OUA;6269;04R;;22L;
OUA;9934;04L;;22R;
OUD;9843;6;;24;
OUE;6726;1;;19;
OUH;5577;4;;22;330
OUL;8205;12;;30;
OUN;4747;3;;21;
OUN;5200;17;;35;
OUR;6234;2;;20;
OUS;4921;16;;34;
OVB;11801;7;;25;
OVB;11818;16;;34;
OVD;7218;11;;29;
OVE;3540;12;;30;
OVE;6020;1;;19;
OVG;6926;10;;28;
OVG;10220;17;;35;
OVL;2618;4;;22;
OVR;3478;13;;31;
OVR;7218;4;;22;
OWA;5500;12;;30;1000
OWB;5000;5;;23;
OWB;6494;18;;36;
OWD;3995;10;987;28;
OWD;4008;17;;35;
OWK;3999;3;;21;
OWK;3999;15;;33;
OXB;10499;3;;21;
OXC;5800;18;300;36;500
OXD;4011;5;270;23;
OXF;4327;1;;19;
OXR;5953;7;;25;1377
OXY;3608;11;;29;
OYA;7415;4;427;22;1075
OYE;5906;3;;21;
OYK;3937;3;;21;
OYL;4265;14;;32;
OYN;3280;9;;27;
OYO;2953;14;;32;
OYO;3934;18;;36;
OYP;3937;4;;22;
OZA;6000;16;;34;
OZC;5720;3;1400;21;
OZH;8210;2;;20;
OZP;11801;2;;20;
OZR;4500;6;;24;
OZR;5000;18;;36;
OZZ;9842;12;;30;
PAA;4502;3;;21;
PAB;5035;17;;35;
PAC;5906;18;541;36;443
PAD;7152;6;;24;
PAE;3000;16L;;34R;
PAE;4514;11;799;29;
PAE;9010;16R;;34L;
PAF;5774;7;;25;
PAG;5512;2;;20;
PAH;5500;14;;32;
PAH;6499;4;;22;
PAJ;3999;16;;34;
PAL;9987;18;;36;
PAM;9135;13R;;31L;
PAM;10004;13L;;31R;
PAN;4593;8;;26;
PAP;9974;10;;28;
PAQ;3617;9;;27;
PAQ;6008;16;500;34;
PAT;6410;7;920;25;440
PAV;5906;14;;32;
PAZ;5906;8;;26;
PBB;4331;14;;32;
PBC;11811;17;;35;
PBD;4500;9;;27;
PBE;4230;18;;36;
PBF;5998;18;;36;
PBG;11758;17;;35;
PBH;6445;15;;33;
PBI;3213;10R;;28L;
PBI;6932;14;;32;428
PBI;10008;10L;1200;28R;811
PBL;6970;10;;28;
PBM;11417;11;;29;
PBN;3379;7;;25;
PBO;6995;6;;24;
PBP;2625;3;;21;
PBQ;4265;4;;22;
PBR;8880;12;;30;
PBU;7002;17;;35;
PBV;4921;1;;19;
PBX;3330;13;;31;
PBZ;4003;12;;30;
PCB;6516;18;;36;
PCD;3999;11;;29;
PCD;5000;14;;32;
PCF;3281;15;;33;
PCF;4885;3;;21;
PCL;9186;2;;20;
PCP;4331;18;;36;
PCR;5907;7;;25;
PCS;3937;14;;32;
PCT;3500;10;;28;370
PCU;4000;16;;34;
PDA;5910;17;;35;
PDB;3000;9;;27;
PDE;3608;15;;33;
PDF;3937;11;;29;
PDG;7040;16;;34;
PDK;3383;9;;27;
PDK;3746;02L;;20R;
PDK;3967;16;;34;
PDK;6001;02R;;20L;1000
PDL;8192;12;;30;787
PDM;3346;15;;33;230
PDN;4104;16;;34;
PDO;4265;3;;21;
PDP;5249;1;;19;
PDP;6998;8;;26;
PDS;6655;12;295;30;
PDT;4341;16;;34;
PDT;5581;11;;29;455
PDT;6300;7;;25;
PDU;2953;10;;28;
PDU;4921;2;;20;
PDV;8202;12;;30;
PDX;7001;3;;21;680
PDX;8000;10L;;28R;
PDX;11000;10R;;28L;
PDZ;4180;9;270;27;175
PEA;2985;4;;22;
PED;8203;9;;27;
PEE;10520;3;2318;21;
PEF;7874;13;;31;
PEG;5564;1;;19;85
PEH;4921;18;;36;
PEI;6627;8;;26;
PEK;10499;18R;;36L;
PEK;12468;1;;19;
PEK;12468;18L;;36R;
PEM;11482;1;;19;
PEN;10997;4;;22;
PEQ;5954;9;;27;
PEQ;6237;14;;32;
PER;7096;6;;24;
PER;11299;3;;21;
PES;8202;2;;20;
PET;4035;15;;33;
PET;6496;6;;24;
PEV;4922;16;;34;
PEW;9000;17;;35;
PEY;3280;5;;23;
PEY;3280;12;;30;
PFB;5577;8;;26;
PFJ;4593;14;;32;
PFO;8858;11;;29;
PFQ;8515;11;;29;
PGA;5950;15;;33;
PGC;5000;13;;31;
PGD;4591;9;;27;
PGD;4743;15;;33;
PGD;6695;4;;22;
PGF;4150;13;404;31;1158
PGF;8202;15;;33;557
PGH;3600;10;;28;
PGK;6550;16;675;34;
PGL;6500;17;;35;
PGO;8098;1;;19;
PGR;2800;8;;26;
PGR;4500;4;500;22;135
PGU;13115;13;;31;
PGV;2687;15;;33;
PGV;4998;8;;26;
PGV;6500;2;;20;350
PGX;5741;11;984;29;1050
PGZ;4692;7;;25;
PHA;9990;4;;22;
PHB;6890;9;;27;
PHC;9846;3;;21;
PHD;3950;14;320;32;
PHE;3281;18;;36;
PHE;8202;14;;32;
PHF;6526;2;;20;
PHF;8003;7;;25;
PHI;5709;9;;27;
PHK;4116;17;100;35;50
PHL;5000;8;;26;
PHL;5460;17;;35;
PHL;9500;09L;;27R;
PHL;10506;09R;;27L;
PHN;4001;10;;28;
PHN;5103;4;;22;
PHO;4000;1;;19;
PHP;3600;5;;23;
PHP;4000;12;;30;
PHQ;6233;14;;32;
PHS;9843;14;;32;
PHT;5001;2;;20;
PHW;4491;1;;19;
PHX;7800;07R;;25L;
PHX;10300;07L;;25R;
PHX;11489;8;898;26;
PHY;6890;18;;36;
PIA;8003;4;;22;
PIA;10104;13;500;31;
PIB;6501;18;;36;
PIC;2533;11;;29;
PIE;4000;17R;;35L;558
PIE;5165;9;;27;
PIE;5500;4;;22;
PIE;8800;17L;;35R;470
PIF;8012;8;;26;
PIH;7150;17;;35;
PIH;9060;3;;21;
PIK;6000;3;;21;
PIK;9800;12;801;30;
PIL;4920;2;;20;
PIM;5002;9;;27;
PIN;5906;6;;24;
PIO;9908;4;;22;
PIP;3280;7;;25;
PIR;6887;7;;25;
PIR;6900;13;;31;
PIS;7710;3;;21;
PIT;8101;14;;32;
PIT;9708;10C;;28C;
PIT;10502;10L;;28R;
PIT;11500;10R;;28L;
PIU;8202;1;;19;
PIV;2986;9;;27;
PIX;5725;9;246;27;197
PIZ;3519;5;;23;
PJA;4659;11;;29;
PJB;5500;6;;24;
PJC;5908;3;;21;
PJG;5000;13;;31;
PJM;2707;16;;34;
PKA;3000;2;;20;
PKA;15000;09W;;27W;
PKB;4000;10;;28;
PKB;6781;3;;21;
PKC;11155;16L;;34R;
PKD;3190;17;;35;
PKD;5498;13;;31;
PKE;5322;11;;29;568
PKE;5525;4;;22;
PKF;3200;18;;36;
PKN;5415;13;;31;
PKO;5249;4;;22;
PKP;3051;10;;28;
PKR;4720;4;;22;350
PKT;4626;16;;34;
PKU;7360;18;;36;
PKV;5578;01R;;19L;
PKV;6562;1;;19;
PKW;5840;12;;30;
PKY;6890;16;328;34;
PKZ;5332;15;;33;
PLK;3739;11;114;29;86
PLL;7119;9;;27;
PLM;8202;11;;29;
PLN;5395;5;;23;
PLN;6512;14;;32;
PLO;4183;5;;23;
PLO;4757;15;;33;
PLO;4918;1;;19;
PLQ;6562;1;;19;
PLR;5001;3;;21;
PLS;7598;10;600;28;
PLU;8333;13;;31;
PLW;6781;15;;33;
PLY;4400;10;;28;300
PLZ;3865;10;;28;
PLZ;5502;17;;35;
PLZ;6496;8;;26;
PMA;5003;2;;20;
PMB;3800;15;;33;
PMC;8694;17;;35;
PMD;6000;72;;252;
PMD;12001;4;;22;
PMD;12002;7;;25;
PMF;6962;2;702;20;597
PMG;6562;3;;21;
PMH;5006;18;;36;
PMI;9842;06R;1345;24L;
PMI;10728;06L;;24R;230
PMK;3730;14;20;32;16
PML;3500;1;;19;
PMO;6804;2;10;20;10
PMO;10912;7;404;25;679
PMP;2904;9;;27;
PMQ;2790;7;;25;
PMQ;4405;11;;29;
PMQ;5577;10;195;28;
PMR;6240;07L;456;25R;262
PMS;9449;8;;26;
PMV;9958;09L;;27R;
PMV;10499;9;;27;
PMW;8202;14;;32;
PMY;8202;5;;23;
PMZ;4593;3;;21;
PNA;7241;15;;33;984
PNB;5577;5;;23;
PNC;7201;17;;35;
PNE;5000;15;;33;
PNE;7000;6;;24;
PNG;4774;6;;24;
PNH;9843;5;;23;492
PNI;6001;9;;27;
PNK;7380;15;;33;
PNL;4003;3;;21;
PNL;5495;8;;26;
PNN;3999;6;;24;504
PNN;4004;15;;33;
PNP;5485;3;;21;
PNQ;5893;14;425;32;470
PNQ;8329;10;;28;
PNR;8530;17;;35;
PNS;7000;8;;26;
PNS;7004;17;;35;
PNT;5786;10;;28;
PNU;5693;18;;36;
PNV;6562;13;;31;
PNX;9000;17L;;35R;
PNY;3983;7;379;25;
PNZ;9055;13;;31;
POA;7480;11;;29;
POB;3000;49;;229;
POB;7501;5;;23;
POC;3661;08L;;26R;
POC;4839;08R;;26L;688
POE;4109;15;197;33;
POF;5008;18;;36;300
POG;6234;3;;21;
POI;9130;6;;24;
POJ;5577;8;;26;
POL;2625;8;;26;
POL;5905;17;;35;
POM;6777;14R;;32L;
POM;9022;14L;;32R;
PON;8000;9;;27;
POO;4970;9;;27;
POP;10108;8;;26;
POR;2628;17;;35;
POR;7713;12;312;30;1132
POS;10500;10;;28;
POT;3412;9;;27;290
POU;2743;15;;33;
POU;5001;6;;24;113
POW;3939;15;;33;752
POX;5413;12;197;30;584
POX;5541;5;;23;558
POY;6205;13;;31;
POZ;8215;10;;28;
PPA;4500;5;;23;
PPA;5866;17;;35;
PPB;6923;12;;30;
PPC;4968;1;;19;
PPE;8398;18;;36;
PPF;5687;17;;35;
PPG;3800;8;1600;26;
PPG;10000;5;1000;23;800
PPI;3422;8;;26;
PPI;3507;17;;35;
PPK;8190;5;;23;
PPM;3502;10;;28;
PPM;4001;6;;24;
PPM;4418;15;;33;
PPN;6266;7;;25;
PPP;3609;6;;24;
PPP;6801;11;;29;
PPQ;3366;11L;499;29R;361
PPQ;4429;16R;420;34L;686
PPR;4240;18;;36;
PPS;8530;9;;27;
PPT;11360;4;1120;22;390
PPY;4199;1;;19;
PQC;9843;10;;28;
PQI;5994;10;;28;
PQI;7440;1;;19;
PQM;4888;9;;27;
PQQ;5203;3;;21;
PRA;6890;1;;19;
PRB;4700;13;;31;
PRB;6009;1;;19;
PRC;4408;12;150;30;
PRC;4846;03L;811;21R;
PRC;7550;03R;723;21L;
PRD;3280;9;;27;
PRG;10663;12;;30;
PRG;12189;6;;24;
PRH;4921;1;;19;
PRI;4318;15;676;33;256
PRM;2819;11;;29;311
PRN;8165;17;;35;
PRO;4000;14;;32;
PRP;4593;9;;27;
PRQ;5905;3;;21;
PRU;4502;7;98;25;98
PRV;8123;6;;24;
PRW;3250;9;350;27;120
PRX;4624;3;;21;
PRX;4624;14;;32;
PRX;6002;17;;35;
PRY;4200;6;;24;
PRY;5998;11;;29;
PRZ;4031;15;;33;
PRZ;5000;10;;28;
PSA;9160;04L;979;22R;
PSA;9820;04R;490;22L;843
PSC;4423;03R;;21L;
PSC;7703;12;;30;200
PSC;7711;03L;;21R;600
PSD;7707;10;;28;
PSE;6904;12;789;30;
PSG;6000;5;;23;
PSI;8999;6;;24;
PSJ;3650;3;;21;
PSK;6201;6;;24;
PSL;2798;3;;21;
PSM;11321;16;803;34;
PSN;4003;9;;27;
PSN;5005;18;;36;
PSO;7585;2;200;20;170
PSP;4952;13L;;31R;
PSP;10000;13R;3000;31L;1500
PSR;7933;4;344;22;617
PSS;7218;1;;19;
PSU;3294;10;;28;
PSW;4921;14;;32;
PSX;5001;8;;26;
PSX;5001;13;;31;
PSX;5001;17;;35;
PSY;3013;9;206;27;
PSZ;6562;4;;22;
PTA;3000;5;;23;
PTB;3061;14;;32;
PTB;5001;5;;23;
PTG;7612;5;;23;
PTG;8400;1;;19;
PTH;4000;13;;31;
PTH;5000;5;;23;
PTJ;3871;17;;35;
PTJ;5302;8;;26;
PTK;5000;09L;;27R;
PTK;6200;09R;;27L;
PTM;3775;5;;23;
PTN;4500;04W;;22W;
PTN;5399;6;394;24;
PTO;4593;7;;25;
PTP;11499;12;1312;30;820
PTQ;4298;5;;23;
PTT;5500;17;;35;
PTU;3304;13;;31;
PTV;5908;12;;30;
PTX;4912;6;;24;
PTY;8800;03L;;21R;
PTY;10006;03R;;21L;
PTZ;5052;12;;30;
PUB;4073;08R;;26L;
PUB;8308;17;;35;
PUB;10496;08L;;26R;
PUC;3631;7;;25;228
PUC;4520;14;;32;
PUC;8319;18;;36;
PUD;4921;6;;24;
PUF;8202;13;;31;
PUG;5413;15;;33;
PUJ;10171;8;;26;
PUJ;10171;9;;27;
PUQ;5504;1;;19;
PUQ;7875;12;;30;
PUQ;9154;7;;25;
PUS;9007;18L;;36R;
PUS;10499;18R;;36L;
PUT;7315;9;;27;
PUU;5331;1;;19;
PUW;6730;6;290;24;801
PUX;2559;15;;33;
PUY;9678;9;;27;
PUZ;8130;9;;27;
PVA;3832;17;;35;
PVC;3500;7;;25;
PVD;6081;16;565;34;
PVD;7166;5;;23;
PVF;4201;5;;23;
PVG;11154;17R;;35L;
PVG;12467;16L;;34R;
PVG;12467;16R;;34L;
PVG;13123;17L;;35R;
PVH;7874;1;;19;
PVI;4921;12;;30;
PVK;9419;07L;;25R;492
PVL;3600;2;;20;
PVL;5350;9;350;27;350
PVO;7451;12;;30;427
PVR;10171;4;;22;
PVS;7190;1;;19;
PVU;6614;18;;36;
PVU;8599;13;;31;
PVW;4000;13;;31;
PVW;5997;4;;22;
PWA;4213;13;;31;
PWA;5000;17R;;35L;
PWA;7198;17L;;35R;355
PWD;2950;8;;26;
PWD;3900;12;;30;
PWE;8202;17;160;35;
PWK;3660;6;354;24;1251
PWK;4386;12;289;30;433
PWK;5000;16;;34;
PWM;5001;18;;36;
PWM;7200;11;;29;
PWQ;8202;3;;21;
PWT;6000;2;;20;
PWY;7100;11;;29;
PXH;5906;18;;36;
PXL;4200;4;;22;
PXM;7546;9;;27;
PXO;9861;18;;36;
PXR;5053;1;;19;
PXU;5960;9;;27;
PYA;5520;15;;33;
PYE;7530;14;;32;
PYH;8272;4;;22;
PYJ;10170;17;;35;
PYK;12005;12;;30;
PYR;10299;16;;34;
PZA;4935;4;;22;
PZB;5043;16;197;34;624
PZH;6001;9;;27;
PZO;6726;7;;25;
PZS;5577;6;;24;
PZU;8202;17;;35;
PZY;6562;1;;19;
QAC;4659;5;;23;
QAQ;4623;18;138;36;430
QBC;4200;5;;23;115
QCH;4265;14;;32;
QCJ;3281;1;;19;
QCN;4134;6;;24;
QCP;3412;11;;29;
QCR;3281;10;;28;
QCY;9003;7;;25;
QDB;3346;12;;30;
QDC;4921;9;;27;
QDF;3150;3;;21;
QEF;4593;8;;26;768
QFO;2887;06L;;24R;
QFO;4931;6;;24;492
QGA;4265;7;;25;
QGB;2871;16;;34;
QGC;4134;7;;25;
QGF;3018;13;;31;
QGP;4114;16;;34;
QGS;5184;2;;20;
QGU;8860;10;;28;
QHB;3937;17;;35;
QHN;3937;5;;23;
QHR;5940;16;;34;
QHU;4757;3;508;21;508
QHV;3937;2;;20;
QID;4593;3;;21;
QIG;4626;16;;34;
QIQ;3609;3;;21;
QIT;3478;11;;29;
QJB;13124;17;;35;
QJD;2854;10;;28;
QJD;3280;12;;30;
QKX;3937;1;;19;
QLA;5896;9;;27;
QLD;5833;7;350;25;
QLF;3937;7;853;25;
QLS;2871;18;;36;
QLT;5577;12;;30;
QMF;3018;6;;24;
QNJ;4265;12;640;30;650
QNV;3937;11;;29;
QOA;3281;4;;22;
QOJ;3445;13;;31;
QOJ;4921;6;;24;
QOW;8858;17;;35;
QPA;3681;4;203;22;735
QPD;3675;8;;26;
QPG;12401;2;;20;
QPS;6916;02L;;20R;
QPS;6916;02R;;20L;
QPS;6923;02C;;20C;
QRA;4898;17R;577;35L;378
QRA;5617;11R;;29L;455
QRC;5414;3;295;21;
QRM;3609;4;;22;
QRM;4990;11;;29;846
QRO;11483;9;;27;
QRR;3461;3;;21;
QRR;3894;9;;27;
QSA;2953;13;;31;
QSC;4790;2;;20;
QSN;3300;6;400;24;
QSR;4577;5;;23;312
QUG;2805;6;;24;
QUG;4019;14R;453;32L;577
QUN;4053;3;;21;
QUY;2500;15;;33;
QUY;8255;9;;27;
QWG;2700;17;100;35;525
QXH;3937;7;1216;25;805
QYD;8190;13;;31;
RAB;5643;10;;28;
RAC;4423;14;807;32;
RAC;6556;4;715;22;770
RAE;10007;10;;28;
RAF;3606;6;;24;
RAF;3632;01L;;19R;
RAF;3691;01R;;19L;
RAH;9834;11;;29;
RAI;6876;03R;650;21L;
RAJ;6040;5;312;23;300
RAK;10170;10;918;28;
RAL;2851;16;;34;
RAL;5401;9;;27;
RAM;4825;9;;27;
RAN;3937;8;;26;
RAO;6890;18;;36;
RAP;3601;5;;23;
RAP;8701;14;;32;
RAR;7638;8;400;26;340
RAS;9571;9;1973;27;
RAV;3675;4;;22;
RAZ;2958;1;;19;
RBA;11483;4;;22;
RBB;3937;12;;30;
RBC;3740;1;;19;
RBC;3854;12;;30;
RBD;3800;17;;35;
RBD;6451;13;;31;
RBE;3937;18;;36;
RBF;5850;8;370;26;600
RBG;4601;16;700;34;371
RBJ;2625;14;;32;
RBK;6000;18;;36;
RBL;5700;15;;33;
RBM;4429;9;328;27;
RBP;2592;12;;30;
RBR;7080;6;;24;
RBS;3740;7;;25;
RBU;5137;9;;27;
RBW;5408;9;;27;
RBW;5705;17;;35;
RBW;6002;5;;23;
RBY;4000;3;;21;
RCA;13497;13;;31;
RCB;4265;5;;23;
RCE;3593;7;;25;
RCE;4300;6;;24;
RCH;5413;9;;27;
RCK;3084;17;;35;
RCM;5000;9;;27;
RCO;7480;12;;30;
RCQ;4101;2;;20;
RCQ;9186;10;;28;
RCR;5001;11;;29;
RCS;2713;02L;;20R;
RCS;3159;16;;34;
RCT;4506;17;;35;
RCU;6808;18;;36;
RCU;7431;5;;23;
RCY;4500;9;;27;
RDB;6312;3;;21;
RDC;3150;5;;23;
RDD;5067;12;;30;498
RDD;7003;16;;34;
RDG;5151;18;;36;
RDG;6350;13;;31;
RDM;6998;10;;28;
RDM;7040;4;;22;
RDO;6544;7;;25;
RDR;12350;17;;35;
RDS;4921;10;;28;
RDU;3570;14;;32;
RDU;7500;05R;;23L;
RDU;10000;05L;;23R;
RDV;4801;10;;28;
RDZ;6693;13;;31;164
REA;3008;11;;29;
REB;7808;7;984;25;984
REC;9865;18;;36;
RED;5001;6;;24;
REE;6500;8;;26;
REE;6500;17L;;35R;
REE;10500;17R;;35L;
REG;5574;11;;29;
REG;6549;15;840;33;164
REL;8399;6;;24;
REN;8212;8;;26;
REO;6000;3;;21;
REP;8366;5;;23;
RER;5065;4;;22;
RES;9088;3;;21;
RET;2887;3;;21;
REU;8054;7;853;25;
REW;3940;7;;25;
REX;6243;13;;31;
REY;4921;18;;36;
REZ;4265;8;;26;
RFD;10004;7;;25;
RFN;3533;7;;25;
RFP;4593;7;;25;
RGA;6562;7;;25;
RGI;6890;9;;27;
RGL;11644;7;243;25;
RGN;11200;3;;21;275
RGO;8202;4;;22;
RGR;2730;1;;19;
RGS;4393;6;;24;
RGT;4265;10;;28;
RHG;4000;14;;32;
RHI;4504;15;;33;
RHI;6800;9;;27;
RHL;3116;13;;31;
RHL;3937;9;;27;
RHN;5741;17;;35;
RHO;10846;7;;25;
RHV;3099;13R;499;31L;409
RHV;3100;13L;499;31R;410
RIA;4593;2;;20;
RIA;8858;11;;29;
RIB;5906;13;;31;
RIC;5326;7;;25;
RIC;6607;2;;20;
RIC;9003;16;;34;
RIE;3500;13;;31;
RIE;5700;1;200;19;
RIG;4921;6;;24;
RIH;4380;16;;34;
RIJ;6168;16;;34;
RIM;5915;10;;28;
RIS;5906;7;;25;
RIW;4800;1;;19;
RIW;8203;10;;28;
RIX;10499;18;;36;
RIY;9846;6;;24;
RJA;5710;5;;23;
RJH;6000;17;;35;
RJK;8164;14;;32;
RJL;6562;11;;29;
RJN;9814;11;;29;
RKA;4150;8;;26;
RKD;3900;3;;21;
RKD;5007;13;;31;
RKE;4921;3;;21;
RKE;5709;11;;29;193
RKH;5500;2;;20;
RKP;4498;18;;36;
RKP;5608;14;;32;560
RKS;5223;3;;21;
RKS;10000;9;;27;
RKT;12336;16;;34;
RKU;3117;15;;33;
RKV;3150;6;342;24;66
RKV;4035;13;;31;213
RKV;5141;1;263;19;
RKW;4995;4;;22;
RLA;3028;9;;27;445
RLG;8202;10;;28;
RLO;8366;2;;20;
RMA;2628;9;;27;
RMA;4934;18;;36;
RME;11820;15;;33;
RMF;9843;15;;33;
RMG;4497;7;249;25;
RMG;6000;1;;19;
RMI;9828;13;1030;31;1006
RMK;3360;18;;36;
RMK;5709;7;;25;
RML;6013;4;;22;
RMQ;12000;18;;36;
RMS;10498;8;;26;
RMY;3306;8;;26;
RNA;2822;11;;29;
RNB;7648;1;;19;
RNC;5000;5;;23;290
RND;8351;14L;;32R;
RND;8353;14R;;32L;
RNE;4790;2;985;20;
RNJ;4340;14;200;32;200
RNN;6568;11;;29;
RNO;6102;7;;25;
RNO;9000;16L;;34R;
RNO;11002;16R;999;34L;990
RNS;2788;14;;32;
RNS;6890;10;230;28;
RNT;5382;16;300;34;340
RNZ;4001;18;;36;
ROA;5810;15;500;33;
ROA;6800;6;;24;790
ROB;11000;4;;22;1200
