id;type_aero;nom;latitude_deg;longitude_deg;elevation_ft;code_continent;code_pays;municipalite;code_icao;fuseau
SXM;large_airport;Princess Juliana International Airport;18.041000366200002;-63.1088981628;13;NA;SX;Saint Martin;TNCM;America/Lower_Princes
SXN;medium_airport;Sua Pan Airport;-20.5534;26.115801;2985;AF;BW;Sowa;FBSN;Africa/Gaborone
SXO;small_airport;São Félix do Araguaia Airport;-11.632399559020996;-50.68960189819336;650;SA;BR;São Félix Do Araguaia;SWFX;America/Cuiaba
SXP;small_airport;Sheldon Point Airport;62.520599365234;-164.84800720215;12;NA;US;Nunam Iqua;SXP;America/Nome
SXQ;medium_airport;Soldotna Airport;60.47570037841797;-151.03399658203125;113;NA;US;Soldotna;PASX;America/Anchorage
SXR;medium_airport;Sheikh ul Alam Airport;33.987098693847656;74.77420043945312;5429;AS;IN;Srinagar;VISR;Asia/Kolkata
SXS;small_airport;Sahabat [Sahabat 16] Airport;5.087779998779297;119.09400177001953;40;AS;MY;Sahabat;WBKH;Asia/Kuching
SXT;small_airport;Sungai Tiang Airport;4.330277919769287;102.3949966430664;10;AS;MY;Taman Negara;WMAN;Asia/Kuala_Lumpur
SXU;small_airport;Soddu Airport;6.816999912261963;37.75;6400;AF;ET;Soddu;HASD;Africa/Addis_Ababa
SXV;medium_airport;Salem Airport;11.78330039978;78.06559753418;1008;AS;IN;Salem;VOSM;Asia/Kolkata
SXW;small_airport;Sauren Airport;-5.9701;148.8543;46;OC;PG;Sauren;AYSV;Pacific/Port_Moresby
SXX;small_airport;São Félix do Xingu Airport;-6.6413;-51.9523;656;SA;BR;São Félix Do Xingu;SNFX;America/Belem
SXY;small_airport;Sidney Municipal Airport;42.302600860596;-75.416000366211;1027;NA;US;Sidney;N23;America/New_York
SXZ;medium_airport;Siirt Airport;37.97890090942383;41.84040069580078;2001;AS;TR;Siirt;LTCL;Europe/Istanbul
SYA;medium_airport;Eareckson Air Station;52.71229935;174.1139984;95;NA;US;Shemya;PASY;America/Adak
SYC;small_airport;Shiringayoc/Hacienda Hda Mejia Airport;-11.899999618530273;-69.16699981689453;748;SA;PE;Leon Velarde;SPOV;America/Lima
SYD;large_airport;Sydney Kingsford Smith International Airport;-33.94609832763672;151.177001953125;21;OC;AU;Sydney;YSSY;Australia/Sydney
SYE;small_airport;Sadah Airport;16.966999053955078;43.733001708984375;5938;AS;YE;Sadah;OYSH;Asia/Aden
SYH;small_airport;Syangboche Airport;27.8112;86.7124;12400;AS;NP;Namche Bazaar;VNSB;Asia/Kathmandu
SYI;small_airport;Bomar Field Shelbyville Municipal Airport;35.56010056;-86.44249725;801;NA;US;Shelbyville;KSYI;America/Chicago
SYJ;medium_airport;Sirjan Airport;29.550899505615234;55.672698974609375;5846;AS;IR;;OIKY;Asia/Tehran
SYK;small_airport;Stykkishólmur Airport;65.05809783935547;-22.794200897216797;42;EU;IS;Stykkishólmur;BIST;Atlantic/Reykjavik
SYM;small_airport;Pu'er Simao Airport;22.793301;100.959;;AS;CN;Pu'er;ZPSM;Asia/Chongqing
SYN;small_airport;Stanton Airfield;44.475498199499995;-93.0162963867;920;NA;US;Stanton;KSYN;America/Chicago
SYO;medium_airport;Shonai Airport;38.81219863889999;139.787002563;86;AS;JP;Shonai;RJSY;Asia/Tokyo
SYP;medium_airport;Ruben Cantu Airport;8.085599899291992;-80.94529724121094;272;NA;PA;Santiago;MPSA;America/Panama
SYQ;medium_airport;Tobias Bolanos International Airport;9.957050323486328;-84.13980102539062;3287;NA;CR;San Jose;MRPV;America/Costa_Rica
SYR;large_airport;Syracuse Hancock International Airport;43.11119842529297;-76.1063003540039;421;NA;US;Syracuse;KSYR;America/New_York
SYS;medium_airport;Saskylakh Airport;71.92790222168;114.08000183105;;EU;RU;Saskylakh;UERS;Asia/Yakutsk
SYT;medium_airport;Saint-Yan Airport;46.412498474121094;4.0132598876953125;796;EU;FR;Saint-Yan;LFLN;Europe/Paris
SYU;small_airport;Warraber Island Airport;-10.20829963684082;142.8249969482422;3;OC;AU;Sue Islet;YWBS;Australia/Brisbane
SYV;small_airport;Sylvester Airport;31.558500289917;-83.895698547363;403;NA;US;Sylvester;KSYV;America/New_York
SYW;medium_airport;Sehwan Sharif Airport;26.473100662231445;67.71720123291016;121;AS;PK;Sehwan Sharif;OPSN;Asia/Karachi
SYX;large_airport;Sanya Phoenix International Airport;18.302900314331055;109.41200256347656;92;AS;CN;Sanya;ZJSY;Asia/Chongqing
SYY;medium_airport;Stornoway Airport;58.215599060058594;-6.331110000610352;26;EU;GB;Stornoway;EGPO;Europe/London
SYZ;large_airport;Shiraz Shahid Dastghaib International Airport;29.539199829101562;52.58980178833008;4920;AS;IR;Shiraz;OISS;Asia/Tehran
SZA;medium_airport;Soyo Airport;-6.141089916229248;12.371800422668457;15;AF;AO;Soyo;FNSO;Africa/Luanda
SZB;medium_airport;Sultan Abdul Aziz Shah International Airport;3.130579948425293;101.54900360107422;90;AS;MY;Subang;WMSA;Asia/Kuala_Lumpur
SZE;small_airport;Semera Airport;11.7875;40.9915;1390;AF;ET;Semera;HASM;Africa/Addis_Ababa
SZF;small_airport;Samsun Çarşamba Airport;41.254501;36.567101;18;AS;TR;Samsun;LTFH;Europe/Istanbul
SZG;medium_airport;Salzburg Airport;47.793300628699996;13.0043001175;1411;EU;AT;Salzburg;LOWS;Europe/Vienna
SZI;small_airport;Zaysan Airport;47.485831;84.886548;1877;AS;KZ;Zaysan;UASE;Asia/Almaty
SZJ;medium_airport;Siguanea Airport;21.642499923706055;-82.9551010131836;39;NA;CU;Isla de la Juventud;MUSN;America/Havana
SZK;medium_airport;Skukuza Airport;-24.960899353;31.5886993408;1020;AF;ZA;Skukuza;FASZ;Africa/Johannesburg
SZL;large_airport;Whiteman Air Force Base;38.73030090332;-93.547897338867;870;NA;US;Knob Noster;KSZL;America/Chicago
SZM;small_airport;Sesriem Airstrip;-24.512800216675;15.746700286865;2454;AF;NA;;FYSS;Africa/Windhoek
SZN;small_airport;Santa Cruz Island Airport;34.0606002808;-119.915000916;50;NA;US;Santa Barbara;KSZN;America/Los_Angeles
SZP;small_airport;Santa Paula Airport;34.34719849;-119.060997;243;NA;US;Santa Paula;KSZP;America/Los_Angeles
SZR;small_airport;Stara Zagora Airport;42.3766667;25.655;558;EU;BG;Stara Zagora;LBSZ;Europe/Sofia
SZS;small_airport;Ryans Creek Aerodrome;-46.899700164799995;168.100997925;62;OC;NZ;Oban;NZRC;Pacific/Auckland
SZV;medium_airport;Suzhou Guangfu Airport;31.2631;120.401001;;AS;CN;Suzhou;ZSSZ;Asia/Shanghai
SZW;medium_airport;Schwerin Parchim Airport;53.426998;11.7834;166;EU;DE;;EDOP;Europe/Berlin
SZX;large_airport;Shenzhen Bao'an International Airport;22.639299392700195;113.81099700927734;13;AS;CN;Shenzhen;ZGSZ;Asia/Shanghai
SZZ;medium_airport;"Szczecin-Goleniów ""Solidarność"" Airport";53.584701538100006;14.902199745199999;154;EU;PL;Goleniow;EPSC;Europe/Warsaw
TAB;medium_airport;Tobago-Crown Point Airport;11.149700164794922;-60.83219909667969;38;NA;TT;Scarborough;TTCP;America/Port_of_Spain
TAC;medium_airport;Daniel Z. Romualdez Airport;11.2276000977;125.027999878;10;AS;PH;Tacloban City;RPVA;Asia/Manila
TAD;small_airport;Perry Stokes Airport;37.2593994141;-104.341003418;5762;NA;US;Trinidad;KTAD;America/Denver
TAE;medium_airport;Daegu Airport;35.896872;128.65531;116;AS;KR;Daegu;RKTN;Asia/Seoul
TAF;medium_airport;Tafaraoui Airport;35.54240036010742;-0.5322780013084412;367;AF;DZ;;DAOL;Africa/Algiers
TAG;medium_airport;Tagbilaran Airport;9.664079666137695;123.85299682617188;38;AS;PH;Tagbilaran City;RPVT;Asia/Manila
TAH;medium_airport;Tanna Airport;-19.45509910583496;169.2239990234375;19;OC;VU;;NVVW;Pacific/Efate
TAI;medium_airport;Ta'izz International Airport;13.6859998703;44.139099121099996;4838;AS;YE;Ta'izz;OYTZ;Asia/Aden
TAJ;small_airport;Tadji Airport;-3.19819180354;142.430963516;33;OC;PG;Aitape;AYTJ;Pacific/Port_Moresby
TAK;medium_airport;Takamatsu Airport;34.214199066199996;134.01600647;607;AS;JP;Takamatsu;RJOT;Asia/Tokyo
TAL;small_airport;Ralph M Calhoun Memorial Airport;65.1744003296;-152.10899353;236;NA;US;Tanana;PATA;America/Anchorage
TAM;medium_airport;General Francisco Javier Mina International Airport;22.2964000702;-97.8658981323;80;NA;MX;Tampico;MMTM;America/Monterrey
TAN;small_airport;Tangalooma Airport;-27.1299991608;153.363006592;;OC;AU;;YTGA;Australia/Brisbane
TAO;medium_airport;Liuting Airport;36.2661018372;120.374000549;33;AS;CN;Qingdao;ZSQD;Asia/Shanghai
TAP;medium_airport;Tapachula International Airport;14.7943000793;-92.3700027466;97;NA;MX;Tapachula;MMTP;America/Mexico_City
TAQ;small_airport;Tarcoola Airport;-30.7033004761;134.583999634;;OC;AU;Tarcoola;YTAR;Australia/Adelaide
TAR;medium_airport;"Taranto-Grottaglie ""Marcello Arlotta"" Airport";40.517502;17.4032;215;EU;IT;Grottaglie;LIBG;Europe/Rome
TAS;large_airport;Tashkent International Airport;41.257900238;69.2811965942;1417;AS;UZ;Tashkent;UTTT;Asia/Tashkent
TAT;medium_airport;Poprad-Tatry Airport;49.073600769;20.2411003113;2356;EU;SK;Poprad;LZTT;Europe/Bratislava
TAU;small_airport;Tauramena Airport;5.01281;-72.7424;1462;SA;CO;Tauramena;SKTA;America/Bogota
TAW;small_airport;Tacuarembo Airport;-31.749000549316406;-55.92580032348633;440;SA;UY;Tacuarembo;SUTB;America/Montevideo
TAX;small_airport;Taliabu Island Airport;-1.6426299810409546;124.55899810791016;9;AS;ID;Tikong-Taliabu Island;WAPT;Asia/Jayapura
TAY;medium_airport;Tartu Airport;58.3074989319;26.690399169900004;219;EU;EE;Tartu;EETU;Europe/Tallinn
TAZ;medium_airport;Daşoguz Airport;41.761101;59.826698;272;AS;TM;Daşoguz;UTAT;Asia/Ashgabat
TBB;medium_airport;Dong Tac Airport;13.049599647500001;109.333999634;20;AS;VN;Tuy Hoa;VVTH;Asia/Ho_Chi_Minh
TBC;small_airport;Tuba City Airport;36.0928001404;-111.383003235;4513;NA;US;Tuba City;KT03;America/Denver
TBE;small_airport;Timbunke Airport;-4.196633;143.519222;24;OC;PG;Timbunke;AYTV;Pacific/Port_Moresby
TBF;medium_airport;Tabiteuea North Airport;-1.2244700193405151;174.7760009765625;7;OC;KI;;NGTE;Pacific/Tarawa
TBG;small_airport;Tabubil Airport;-5.2786102294921875;141.2259979248047;1570;OC;PG;Tabubil;AYTB;Pacific/Port_Moresby
TBH;medium_airport;Tugdan Airport;12.3109998703;122.084999084;10;AS;PH;Tablas Island;RPVU;Asia/Manila
TBJ;medium_airport;Tabarka 7 Novembre Airport;36.97999954223633;8.87693977355957;230;AF;TN;Tabarka;DTKA;Africa/Tunis
TBK;small_airport;Timber Creek Airport;-15.619999885559082;130.44500732421875;16;OC;AU;;YTBR;Australia/Darwin
TBL;small_airport;Tableland Homestead Airport;-17.2833003998;126.900001526;;OC;AU;;YTAB;Australia/Perth
TBM;small_airport;Tumbang Samba Airport;-1.4694;113.0833;160;AS;ID;Tumbang Samba-Borneo Island;WAOW;Asia/Pontianak
TBN;medium_airport;Waynesville-St. Robert Regional Forney field;37.74160004;-92.14070129;1159;NA;US;Fort Leonard Wood;KTBN;America/Chicago
TBO;small_airport;Tabora Airport;-5.076389789581299;32.83330154418945;3868;AF;TZ;Tabora;HTTB;Africa/Dar_es_Salaam
TBP;medium_airport;Capitan FAP Pedro Canga Rodriguez Airport;-3.55253005027771;-80.38140106201172;115;SA;PE;Tumbes;SPME;America/Lima
TBQ;small_airport;Tarabo Airport;-6.46666666667;145.532222222;6100;OC;PG;Tarabo;AYTR;Pacific/Port_Moresby
TBR;small_airport;Statesboro Bulloch County Airport;32.4827003479;-81.73690032959999;187;NA;US;Statesboro;KTBR;America/New_York
TBS;large_airport;Tbilisi International Airport;41.6692008972;44.95470047;1624;AS;GE;Tbilisi;UGTB;Asia/Tbilisi
TBT;medium_airport;Tabatinga Airport;-4.2556700706482;-69.93579864502;279;SA;BR;Tabatinga;SBTT;America/Eirunepe
TBU;medium_airport;Fua'amotu International Airport;-21.241199493408203;-175.14999389648438;126;OC;TO;Nuku'alofa;NFTF;Pacific/Tongatapu
TBW;medium_airport;Donskoye Airport;52.806098937988;41.482799530029;413;EU;RU;Tambov;UUOT;Europe/Moscow
TBY;small_airport;Tshabong Airport;-26.033300399780273;22.399999618530273;3179;AF;BW;Tshabong;FBTS;Africa/Gaborone
TBZ;large_airport;Tabriz International Airport;38.1338996887207;46.23500061035156;4459;AS;IR;Tabriz;OITT;Asia/Tehran
TCA;medium_airport;Tennant Creek Airport;-19.6343994140625;134.18299865722656;1236;OC;AU;Tennant Creek;YTNK;Australia/Darwin
TCB;medium_airport;Treasure Cay Airport;26.745300293;-77.3912963867;8;NA;BS;Treasure Cay;MYAT;America/Nassau
TCC;medium_airport;Tucumcari Municipal Airport;35.182800293;-103.602996826;4065;NA;US;Tucumcari;KTCC;America/Denver
TCE;medium_airport;Tulcea Airport;45.0625;28.71430015563965;200;EU;RO;Tulcea;LRTC;Europe/Bucharest
TCG;small_airport;Tacheng Airport;46.67250061035156;83.3407974243164;;AS;CN;Tacheng;ZWTC;Asia/Urumqi
TCH;small_airport;Tchibanga Airport;-2.8499999046325684;11.017000198364258;269;AF;GA;Tchibanga;FOOT;Africa/Libreville
TCJ;small_airport;Torembi Airport;-4.0165;143.1329;90;OC;PG;Torembi;AYVM;Pacific/Port_Moresby
TCK;small_airport;Tinboli Airport;-4.0949;143.3838;59;OC;PG;Tinboli;AYYL;Pacific/Port_Moresby
TCL;medium_airport;Tuscaloosa Regional Airport;33.220600128174;-87.611396789551;170;NA;US;Tuscaloosa;KTCL;America/Chicago
TCM;large_airport;McChord Air Force Base;47.1376991272;-122.475997925;322;NA;US;Tacoma;KTCM;America/Los_Angeles
TCN;small_airport;Tehuacan Airport;18.49720001220703;-97.4198989868164;5509;NA;MX;;MMHC;America/Mexico_City
TCO;medium_airport;La Florida Airport;1.81442;-78.7492;8;SA;CO;Tumaco;SKCO;America/Bogota
TCP;medium_airport;Taba International Airport;29.587799072299998;34.7780990601;2415;AS;EG;Taba;HETB;Africa/Cairo
TCQ;medium_airport;Coronel FAP Carlos Ciriani Santa Rosa International Airport;-18.053300857500002;-70.2758026123;1538;SA;PE;Tacna;SPTN;America/Lima
TCR;small_airport;Tuticorin Airport;8.724241;78.025803;129;AS;IN;Thoothukudi;VOTK;Asia/Kolkata
TCS;medium_airport;Truth Or Consequences Municipal Airport;33.2369003296;-107.272003174;4853;NA;US;Truth Or Consequences;KTCS;America/Denver
TCT;small_airport;Takotna Airport;62.993206;-156.029026;825;NA;US;Takotna;PPCT;America/Anchorage
TCU;small_airport;Thaba Nchu Tar Airport;-29.317800521850586;26.822799682617188;4941;AF;ZA;Homeward;FATN;Africa/Johannesburg
TCW;small_airport;Tocumwal Airport;-35.81169891357422;145.60800170898438;372;OC;AU;;YTOC;Australia/Sydney
TCX;medium_airport;Tabas Airport;33.6678009033;56.8927001953;2312;AS;IR;Tabas;OIMT;Asia/Tehran
TCY;small_airport;Terrace Bay Airport;-19.9713;13.0249;32;AF;NA;Terrace Bay;FYTE;Africa/Windhoek
TCZ;medium_airport;Tengchong Tuofeng Airport;24.9380555556;98.48583333330001;6250;AS;CN;Tengchong;ZUTC;Asia/Chongqing
TDA;small_airport;Trinidad Airport;5.43278;-71.6625;649;SA;CO;Trinidad;SKTD;America/Bogota
TDB;small_airport;Tetebedi Airport;-9.1586;148.0686;3365;OC;PG;Tetebedi;AYTF;Pacific/Port_Moresby
TDD;medium_airport;Teniente Av. Jorge Henrich Arauz Airport;-14.8186998367;-64.9179992676;509;SA;BO;Trinidad;SLTR;America/La_Paz
TDG;medium_airport;Tandag Airport;9.072110176086426;126.1709976196289;16;AS;PH;;RPMW;Asia/Manila
TDJ;small_airport;Tadjoura Airport;11.782999992370605;42.91699981689453;246;AF;DJ;Tadjoura;HDTJ;Africa/Djibouti
TDK;medium_airport;Taldykorgan Airport;45.12620162963867;78.4469985961914;1925;AS;KZ;Taldy Kurgan;UAAT;Asia/Almaty
TDL;medium_airport;Héroes De Malvinas Airport;-37.2374000549;-59.2279014587;574;SA;AR;Tandil;SAZT;America/Argentina/Buenos_Aires
TDN;small_airport;Theda Station Airport;-14.788100242599999;126.496002197;700;OC;AU;Theda Station;YTHD;Australia/Perth
TDO;small_airport;Ed Carlson Memorial Field South Lewis County Airport;46.4771995544;-122.805999756;374;NA;US;Toledo;KTDO;America/Los_Angeles
TDP;small_airport;Trompeteros Airport;-3.80601000786;-75.03929901119999;427;SA;PE;Corrientes;SPDR;America/Lima
TDR;small_airport;Theodore Airport;-24.99329948425293;150.09300231933594;171;OC;AU;;YTDR;Australia/Brisbane
TDS;small_airport;Sasereme Airport;-7.6217;142.868;121;OC;PG;Sasereme;AYSS;Pacific/Port_Moresby
TDT;small_airport;Tanda Tula Airport;-24.533599853499997;31.2999992371;1555;AF;ZA;Welverdiend;FATD;Africa/Johannesburg
TDV;small_airport;Samangoky Airport;-21.700000762939453;43.733001708984375;89;AF;MG;Tanandava;FMSN;Indian/Antananarivo
TDW;small_airport;Tradewind Airport;35.1698989868;-101.825996399;3649;NA;US;Amarillo;KTDW;America/Chicago
TDX;medium_airport;Trat Airport;12.274600029;102.319000244;105;AS;TH;;VTBO;Asia/Bangkok
TDZ;small_airport;Toledo Executive Airport;41.56489944;-83.4822998;623;NA;US;Toledo;KTDZ;America/New_York
TEA;medium_airport;Tela Airport;15.7759;-87.4758;7;NA;HN;Tela;MHTE;America/Tegucigalpa
TEB;medium_airport;Teterboro Airport;40.85010147089999;-74.060798645;9;NA;US;Teterboro;KTEB;America/New_York
TEC;medium_airport;Telêmaco Borba Airport;-24.317800521850586;-50.6515998840332;2610;SA;BR;Telêmaco Borba;SBTL;America/Sao_Paulo
TED;medium_airport;Thisted Airport;57.06880187988281;8.705220222473145;23;EU;DK;Thisted;EKTS;Europe/Copenhagen
TEE;medium_airport;Cheikh Larbi Tébessi Airport;35.4315986633;8.12071990967;2661;AF;DZ;Tébessi;DABS;Africa/Algiers
TEF;medium_airport;Telfer Airport;-21.71500015258789;122.22899627685547;970;OC;AU;;YTEF;Australia/Perth
TEG;small_airport;Tenkodogo Airport;11.800000190734863;-0.367000013589859;1017;AF;BF;Tenkodogo;DFET;Africa/Ouagadougou
TEI;small_airport;Tezu Airport;27.9412002563;96.1343994141;800;AS;IN;Tezu;VETJ;Asia/Kolkata
TEK;small_airport;Tatitlek Airport;60.871449;-146.690297;62;NA;US;Tatitlek;PAKA;America/Anchorage
TEL;small_airport;Telupid Airport;5.628610134124756;117.1259994506836;343;AS;MY;Telupid;WBKE;Asia/Kuching
TEM;medium_airport;Temora Airport;-34.4213981628418;147.51199340820312;921;OC;AU;;YTEM;Australia/Sydney
TEN;small_airport;Tongren Fenghuang Airport;27.883333;109.308889;;AS;CN;;ZUTR;Asia/Chongqing
TEO;small_airport;Terapo Airport;-8.16972222222;146.194444444;15;OC;PG;Terapo Mission;AYTY;Pacific/Port_Moresby
TEP;small_airport;Tep Tep Airport;-5.9553;146.5595;7011;OC;PG;Teptep;AYTP;Pacific/Port_Moresby
TEQ;medium_airport;Tekirdağ Çorlu Airport;41.13819885253906;27.919099807739258;574;EU;TR;Çorlu;LTBU;Europe/Istanbul
TER;large_airport;Lajes Airport;38.761799;-27.090799;180;EU;PT;Praia da Vitória;LPLA;Atlantic/Azores
TES;small_airport;Tessenei Airport;15.104322;36.681711;2018;AF;ER;Tessenei;HHTS;Africa/Asmara
TET;medium_airport;Chingozi Airport;-16.104799270629883;33.640201568603516;525;AF;MZ;Tete;FQTT;Africa/Maputo
TEU;medium_airport;Manapouri Airport;-45.53310012817383;167.64999389648438;687;OC;NZ;;NZMO;Pacific/Auckland
TEV;medium_airport;Teruel Airport;40.403;-1.2183;3380;EU;ES;Teruel;LETL;Europe/Madrid
TEX;small_airport;Telluride Regional Airport;37.9538002;-107.9079971;9070;NA;US;Telluride;KTEX;America/Denver
TEY;small_airport;Þingeyri Airport;65.87030029296875;-23.559999465942383;65;EU;IS;Þingeyri;BITE;Atlantic/Reykjavik
TEZ;medium_airport;Tezpur Airport;26.7091007232666;92.78469848632812;240;AS;IN;;VETZ;Asia/Kolkata
TFB;small_airport;Tifalmin Airport;-5.1173;141.419;4735;OC;PG;Tifalmin;AYTH;Pacific/Port_Moresby
TFF;medium_airport;Tefé Airport;-3.38294005394;-64.7240982056;188;SA;BR;Tefé;SBTF;America/Manaus
TFI;small_airport;Tufi Airport;-9.07595443726;149.319839478;85;OC;PG;Tufi;AYTU;Pacific/Port_Moresby
TFL;small_airport;Juscelino Kubitscheck Airport;-17.89229965209961;-41.51359939575195;1572;SA;BR;Teófilo Otoni;SNTO;America/Sao_Paulo
TFM;small_airport;Telefomin Airport;-5.126080464149999;141.641921997;4950;OC;PG;Telefomin;AYTE;Pacific/Port_Moresby
TFN;large_airport;Tenerife Norte Airport;28.4827003479;-16.3414993286;2076;EU;ES;Tenerife Island;GCXO;Atlantic/Canary
TFS;large_airport;Tenerife South Airport;28.044500351;-16.5725002289;209;EU;ES;Tenerife Island;GCTS;Atlantic/Canary
TFT;small_airport;Taftan Airport;28.96419906616211;61.595401763916016;2742;AS;PK;Taftan;OPTT;Asia/Karachi
TGA;medium_airport;Tengah Air Base;1.38725996017;103.708999634;50;AS;SG;;WSAT;Asia/Singapore
TGC;small_airport;Tanjung Manis Airport;2.177839994430542;111.2020034790039;15;AS;MY;Tanjung Manis;WBGT;Asia/Kuching
TGD;large_airport;Podgorica Airport;42.35940170288086;19.25189971923828;141;EU;ME;Podgorica;LYPG;Europe/Podgorica
TGE;small_airport;Sharpe Field;32.4919013977;-85.7755966187;253;NA;US;Tuskegee;AL73;America/Chicago
TGG;medium_airport;Sultan Mahmud Airport;5.3826398849487305;103.10299682617188;21;AS;MY;Kuala Terengganu;WMKN;Asia/Kuala_Lumpur
TGH;small_airport;Tongoa Airport;-16.8910999298;168.550994873;443;OC;VU;Tongoa Island;NVST;Pacific/Efate
TGI;small_airport;Tingo Maria Airport;-9.133000373840332;-75.94999694824219;2010;SA;PE;Tingo Maria;SPGM;America/Lima
TGJ;medium_airport;Tiga Airport;-21.096099853515625;167.8040008544922;128;OC;NC;Tiga;NWWA;Pacific/Noumea
TGK;medium_airport;Taganrog Yuzhny Airport;47.1983333;38.8491667;117;EU;RU;Taganrog;URRT;Europe/Moscow
TGL;small_airport;Tagula Airport;-11.3311111111;153.202916667;59;OC;PG;Sudest Island;AYTG;Pacific/Port_Moresby
TGM;medium_airport;Transilvania Târgu Mureş International Airport;46.46770095825195;24.412500381469727;963;EU;RO;Târgu Mureş;LRTM;Europe/Bucharest
TGN;medium_airport;Latrobe Valley Airport;-38.207199;146.470001;180;OC;AU;Morwell;YLTV;Australia/Melbourne
TGO;medium_airport;Tongliao Airport;43.556702;122.199997;2395;AS;CN;Tongliao;ZBTL;Asia/Shanghai
TGQ;small_airport;Tangará da Serra Airport;-14.661999702500001;-57.4435005188;1460;SA;BR;Tangará Da Serra;SWTS;America/Cuiaba
TGR;medium_airport;Touggourt Sidi Madhi Airport;33.06779861450195;6.088669776916504;279;AF;DZ;Touggourt;DAUK;Africa/Algiers
TGT;medium_airport;Tanga Airport;-5.092360019683838;39.07120132446289;129;AF;TZ;Tanga;HTTG;Africa/Dar_es_Salaam
TGU;medium_airport;Toncontín International Airport;14.06089973449707;-87.21720123291016;3294;NA;HN;Tegucigalpa;MHTG;America/Tegucigalpa
TGV;small_airport;Bukhovtsi Airfield;43.3065986633;26.700899124099998;666;EU;BG;Targovishte;LBTG;Europe/Sofia
TGZ;medium_airport;Angel Albino Corzo International Airport;16.5636005402;-93.02249908450001;1499;NA;MX;Tuxtla Gutiérrez;MMTG;America/Mexico_City
THA;small_airport;Tullahoma Regional Arpt/Wm Northern Field;35.38010025;-86.24639893;1083;NA;US;Tullahoma;KTHA;America/Chicago
THB;small_airport;Thaba-Tseka Airport;-29.52280044555664;28.615800857543945;7500;AF;LS;Thaba-Tseka;FXTA;Africa/Maseru
THC;small_airport;Tchien Airport;6.045650482177734;-8.138723373413086;790;AF;LR;Tchien;GLTN;Africa/Monrovia
THE;medium_airport;Senador Petrônio Portela Airport;-5.0599398613;-42.8235015869;219;SA;BR;Teresina;SBTE;America/Fortaleza
THG;medium_airport;Thangool Airport;-24.493900299072266;150.5760040283203;644;OC;AU;Biloela;YTNG;Australia/Brisbane
THH;small_airport;Taharoa Aerodrome;-38.18109893798828;174.70799255371094;69;OC;NZ;Taharoa;NZTS;Pacific/Auckland
THI;small_airport;Tichitt Airport;18.450000762939453;-9.517000198364258;561;AF;MR;Tichitt;GQNC;Africa/Nouakchott
THK;small_airport;Thakhek Airport;17.399999618530273;104.80000305175781;449;AS;LA;Thakhek;VLTK;Asia/Bangkok
THL;medium_airport;Tachileik Airport;20.483800888061523;99.9354019165039;1280;AS;MM;Tachileik;VYTL;Asia/Rangoon
THM;small_airport;Thompson Falls Airport;47.573501586914;-115.28099822998;2467;NA;US;Thompson Falls;KTHM;America/Denver
THN;medium_airport;Trollhättan-Vänersborg Airport;58.31809997558594;12.345000267028809;137;EU;SE;Trollhättan;ESGT;Europe/Stockholm
THO;small_airport;Thorshofn Airport;66.21849822998047;-15.335599899291992;65;EU;IS;Thorshofn;BITN;Atlantic/Reykjavik
THP;small_airport;Hot Springs Co Thermopolis Municipal Airport;43.658298492432;-108.21299743652;4592;NA;US;Thermopolis;KTHP;America/Denver
THQ;medium_airport;Tianshui Maijishan Airport;34.5593986511;105.86000061;3590;AS;CN;Tianshui;ZLTS;Asia/Chongqing
THR;large_airport;Mehrabad International Airport;35.68920135498047;51.31340026855469;3962;AS;IR;Tehran;OIII;Asia/Tehran
THS;medium_airport;Sukhothai Airport;17.238000869750977;99.81819915771484;179;AS;TH;;VTPO;Asia/Bangkok
THT;small_airport;Tamchakett Airport;17.232999801635742;-10.817000389099121;620;AF;MR;Tamchakett;GQNT;Africa/Nouakchott
THU;medium_airport;Thule Air Base;76.5311965942;-68.7032012939;251;NA;GL;Thule;BGTL;America/Thule
THV;small_airport;York Airport;39.91699982;-76.8730011;495;NA;US;York;KTHV;America/New_York
THX;small_airport;Turukhansk Airport;65.797203064;87.9353027344;128;AS;RU;Turukhansk;UOTT;Asia/Krasnoyarsk
THY;small_airport;Thohoyandou Airport;-23.076900482177734;30.38360023498535;2021;AF;ZA;Thohoyandou;FATH;Africa/Johannesburg
THZ;medium_airport;Tahoua Airport;14.875699996948242;5.265359878540039;1266;AF;NE;Tahoua;DRRT;Africa/Niamey
TIA;large_airport;Tirana International Airport Mother Teresa;41.4146995544;19.7206001282;126;EU;AL;Tirana;LATI;Europe/Tirane
TIB;small_airport;Tibú Airport;8.63152;-72.7304;194;SA;CO;Tibú;SKTB;America/Bogota
TID;medium_airport;Bou Chekif Airport;35.3410987854;1.46315002441;3245;AF;DZ;Tiaret;DAOB;Africa/Algiers
TIE;small_airport;Tippi Airport;7.2024;35.415;1100;AF;ET;Tippi;HATP;Africa/Addis_Ababa
TIF;medium_airport;Ta’if Regional Airport;21.483001;40.543442;4848;AS;SA;Ta’if;OETF;Asia/Riyadh
TIH;medium_airport;Tikehau Airport;-15.119600296020508;-148.2310028076172;6;OC;PF;;NTGC;Pacific/Tahiti
TII;small_airport;Tarin Kowt Airport;32.604198455799995;65.8657989502;4429;AS;AF;Tarin Kowt;OATN;Asia/Kabul
