id;type_aero;nom;latitude_deg;longitude_deg;elevation_ft;code_continent;code_pays;municipalite;code_icao;fuseau
AAA;medium_airport;Anaa Airport;-17.35260009765625;-145.50999450683594;10;OC;PF;;NTGA;Pacific/Tahiti
AAB;small_airport;Arrabury Airport;-26.693023;141.047771;334;OC;AU;;YARY;Australia/Brisbane
AAC;medium_airport;El Arish International Airport;31.073299408;33.8358001709;121;AS;EG;El Arish;HEAR;Africa/Cairo
AAE;medium_airport;Annaba Airport;36.822200775146484;7.809169769287109;16;AF;DZ;Annabah;DABB;Africa/Algiers
AAF;small_airport;Apalachicola Regional Airport;29.72750092;-85.02749634;20;NA;US;Apalachicola;KAAF;America/New_York
AAG;small_airport;Arapoti Airport;-24.1039009094;-49.789100647;2641;SA;BR;Arapoti;SSYA;America/Sao_Paulo
AAH;small_airport;Aachen-Merzbrück Airport;50.823055267333984;6.186388969421387;623;EU;DE;Aachen;EDKA;Europe/Berlin
AAI;small_airport;Arraias Airport;-13.02388858795166;-46.885555267333984;1923;SA;BR;Arraias;SWRA;America/Araguaina
AAJ;small_airport;Cayana Airstrip;3.898681;-55.577907;360;SA;SR;Awaradam;SMCA;America/Paramaribo
AAK;small_airport;Buariki Airport;0.1852779984474182;173.63699340820312;;OC;KI;Buariki;NGUK;Pacific/Tarawa
AAL;large_airport;Aalborg Airport;57.0927589138;9.84924316406;10;EU;DK;Aalborg;EKYT;Europe/Copenhagen
AAM;medium_airport;Malamala Airport;-24.818099975585938;31.544599533081055;1124;AF;ZA;Malamala;FAMD;Africa/Johannesburg
AAN;medium_airport;Al Ain International Airport;24.261699676513672;55.60919952392578;869;AS;AE;Al Ain;OMAL;Asia/Dubai
AAO;medium_airport;Anaco Airport;9.430225372314453;-64.4707260131836;721;SA;VE;Anaco;SVAN;America/Caracas
AAQ;medium_airport;Anapa Vityazevo Airport;45.002101898193;37.347301483154;174;EU;RU;Anapa;URKA;Europe/Moscow
AAR;medium_airport;Aarhus Airport;56.2999992371;10.619000434899998;82;EU;DK;Aarhus;EKAH;Europe/Copenhagen
AAT;medium_airport;Altay Air Base;47.7498855591;88.08580780030002;2460;AS;CN;Altay;ZWAT;Asia/Urumqi
AAU;small_airport;Asau Airport;-13.505132;-172.627888;;OC;WS;Asau;NSAU;Pacific/Apia
AAV;medium_airport;Allah Valley Airport;6.366819858551025;124.7509994506836;659;AS;PH;Surallah;RPMA;Asia/Manila
AAW;small_airport;Abbottabad Airport;34.200000762900004;73.25;4072;AS;PK;Abbottabad;OPAB;Asia/Karachi
AAX;small_airport;Romeu Zema Airport;-19.563199996948;-46.960399627686;3276;SA;BR;Araxá;SBAX;America/Sao_Paulo
AAY;medium_airport;Al Ghaidah International Airport;16.191699981689453;52.17499923706055;134;AS;YE;;OYGD;Asia/Aden
AAZ;small_airport;Quezaltenango Airport;14.865599632263184;-91.50199890136719;7779;NA;GT;Quezaltenango;MGQZ;America/Guatemala
ABA;medium_airport;Abakan Airport;53.7400016784668;91.38500213623047;831;AS;RU;Abakan;UNAA;Asia/Krasnoyarsk
ABB;medium_airport;Asaba International Airport;6.20333333333;6.65888888889;305;AF;NG;Asaba;DNAS;Africa/Lagos
ABC;medium_airport;Albacete-Los Llanos Airport;38.9485015869;-1.8635200262099998;2302;EU;ES;Albacete;LEAB;Europe/Madrid
ABD;medium_airport;Abadan Airport;30.371099472;48.2282981873;10;AS;IR;Abadan;OIAA;Asia/Tehran
ABE;medium_airport;Lehigh Valley International Airport;40.652099609375;-75.44080352783203;393;NA;US;Allentown;KABE;America/New_York
ABF;small_airport;Abaiang Airport;1.798609972000122;173.04100036621094;;OC;KI;Abaiang;NGAB;Pacific/Tarawa
ABG;small_airport;Abingdon Downs Airport;-17.616699218799997;143.167007446;;OC;AU;;YABI;Australia/Brisbane
ABH;medium_airport;Alpha Airport;-23.646099;146.584;1255;OC;AU;Alpha;YAPH;Australia/Brisbane
ABI;medium_airport;Abilene Regional Airport;32.4113006592;-99.68190002440001;1791;NA;US;Abilene;KABI;America/Chicago
ABJ;medium_airport;Port Bouet Airport;5.261390209197998;-3.9262900352478027;21;AF;CI;Abidjan;DIAP;Africa/Abidjan
ABK;small_airport;Kabri Dehar Airport;6.734000205993652;44.25299835205078;1800;AF;ET;Kabri Dehar;HAKD;Africa/Addis_Ababa
ABL;medium_airport;Ambler Airport;67.1063;-157.856989;334;NA;US;Ambler;PAFM;America/Anchorage
ABM;small_airport;Northern Peninsula Airport;-10.9508;142.459;34;OC;AU;Bamaga;YNPE;Australia/Brisbane
ABN;small_airport;Albina Airport;5.512720108032227;-54.05009841918945;19;SA;SR;Albina;SMBN;America/Paramaribo
ABQ;large_airport;Albuquerque International Sunport Airport;35.040199279785156;-106.60900115966797;5355;NA;US;Albuquerque;KABQ;America/Denver
ABR;medium_airport;Aberdeen Regional Airport;45.449100494384766;-98.42179870605469;1302;NA;US;Aberdeen;KABR;America/Chicago
ABS;medium_airport;Abu Simbel Airport;22.375999450699997;31.611700058;616;AF;EG;Abu Simbel;HEBL;Africa/Cairo
ABT;medium_airport;Al Baha Airport;20.2961006165;41.6343002319;5486;AS;SA;;OEBA;Asia/Riyadh
ABU;small_airport;Haliwen Airport;-9.073049545289999;124.904998779;1027;AS;ID;Atambua-Timor Island;WATA;Asia/Makassar
ABV;large_airport;Nnamdi Azikiwe International Airport;9.006790161132812;7.263169765472412;1123;AF;NG;Abuja;DNAA;Africa/Lagos
ABX;medium_airport;Albury Airport;-36.06779861450195;146.95799255371094;539;OC;AU;Albury;YMAY;Australia/Sydney
ABY;medium_airport;Southwest Georgia Regional Airport;31.535499572753906;-84.19450378417969;197;NA;US;Albany;KABY;America/New_York
ABZ;large_airport;Aberdeen Dyce Airport;57.201900482177734;-2.197779893875122;215;EU;GB;Aberdeen;EGPD;Europe/London
ACA;large_airport;General Juan N Alvarez International Airport;16.757099151611328;-99.75399780273438;16;NA;MX;Acapulco;MMAA;America/Mexico_City
ACB;small_airport;Antrim County Airport;44.988602;-85.198402;623;NA;US;Bellaire;KACB;America/Detroit
ACC;large_airport;Kotoka International Airport;5.605189800262451;-0.16678600013256073;205;AF;GH;Accra;DGAA;Africa/Accra
ACD;small_airport;Alcides Fernández Airport;8.51667;-77.3;50;SA;CO;Acandí;SKAD;America/Bogota
ACE;medium_airport;Lanzarote Airport;28.945499420166016;-13.605199813842773;46;EU;ES;Lanzarote Island;GCRR;Atlantic/Canary
ACF;small_airport;Brisbane Archerfield Airport;-27.5702991486;153.007995605;63;OC;AU;Brisbane;YBAF;Australia/Brisbane
ACH;medium_airport;St Gallen Altenrhein Airport;47.4850006104;9.560770034789998;1306;EU;CH;Altenrhein;LSZR;Europe/Zurich
ACI;medium_airport;Alderney Airport;49.70610046386719;-2.2147200107574463;290;EU;GG;Saint Anne;EGJA;Europe/Guernsey
ACJ;medium_airport;Anuradhapura Air Force Base;8.30148983002;80.42790222170001;324;AS;LK;Anuradhapura;VCCA;Asia/Colombo
ACK;medium_airport;Nantucket Memorial Airport;41.25310135;-70.06020355;47;NA;US;Nantucket;KACK;America/New_York
ACN;small_airport;Ciudad Acuña New International Airport;29.33289909362793;-101.0989990234375;1410;NA;MX;Ciudad Acuña;MMCC;America/Matamoros
ACP;small_airport;Sahand Airport;37.347999572753906;46.127899169921875;4396;AS;IR;Maragheh;OITM;Asia/Tehran
ACR;small_airport;Araracuara Airport;-0.5833;-72.4083;1250;SA;CO;Araracuara;SKAC;America/Bogota
ACS;medium_airport;Achinsk Airport;56.2682991027832;90.57080078125;1033;AS;RU;Achinsk;UNKS;Asia/Krasnoyarsk
ACT;medium_airport;Waco Regional Airport;31.611299514770508;-97.23049926757812;516;NA;US;Waco;KACT;America/Chicago
ACV;medium_airport;Arcata Airport;40.97809982299805;-124.10900115966797;221;NA;US;Arcata/Eureka;KACV;America/Los_Angeles
ACX;medium_airport;Xingyi Airport;25.0863888889;104.959444444;4150;AS;CN;Xingyi;ZUYI;Asia/Chongqing
ACY;medium_airport;Atlantic City International Airport;39.45759963989258;-74.57720184326172;75;NA;US;Atlantic City;KACY;America/New_York
ACZ;medium_airport;Zabol Airport;31.09830093383789;61.54389953613281;1628;AS;IR;;OIZB;Asia/Tehran
ADA;large_airport;Adana Airport;36.9822006226;35.280399322499996;65;AS;TR;Adana;LTAF;Europe/Istanbul
ADB;large_airport;Adnan Menderes International Airport;38.2924003601;27.156999588;412;AS;TR;İzmir;LTBJ;Europe/Istanbul
ADC;small_airport;Andakombe Airport;-7.13722222222;145.744722222;3600;OC;PG;Andekombe;AYAN;Pacific/Port_Moresby
ADD;large_airport;Addis Ababa Bole International Airport;8.97789001465;38.799301147499996;7630;AF;ET;Addis Ababa;HAAB;Africa/Addis_Ababa
ADE;medium_airport;Aden International Airport;12.829500198364258;45.02880096435547;7;AS;YE;Aden;OYAA;Asia/Aden
ADF;medium_airport;Adıyaman Airport;37.7313995361;38.4688987732;2216;AS;TR;Adıyaman;LTCP;Europe/Istanbul
ADG;small_airport;Lenawee County Airport;41.8676986694;-84.07730102539999;798;NA;US;Adrian;KADG;America/Detroit
ADH;small_airport;Aldan Airport;58.60279846191406;125.40899658203125;2241;AS;RU;Aldan;UEEA;Asia/Yakutsk
ADI;medium_airport;Arandis Airport;-22.462200164794922;14.979999542236328;1905;AF;NA;Arandis;FYAR;Africa/Windhoek
ADJ;medium_airport;Amman-Marka International Airport;31.972700119018555;35.991600036621094;2555;AS;JO;Amman;OJAM;Asia/Amman
ADK;medium_airport;Adak Airport;51.87799835205078;-176.64599609375;18;NA;US;Adak Island;PADK;America/Adak
ADL;medium_airport;Adelaide International Airport;-34.94499969482422;138.531005859375;20;OC;AU;Adelaide;YPAD;Australia/Adelaide
ADM;small_airport;Ardmore Municipal Airport;34.30301;-97.0196342;777;NA;US;Ardmore;KADM;America/Chicago
ADN;small_airport;Andes Airport;5.66667;-75.8833;3900;SA;CO;Andes;SKAN;America/Bogota
ADO;small_airport;Andamooka Airport;-30.438299;137.136993;76;OC;AU;;YAMK;Australia/Adelaide
ADP;medium_airport;Ampara Airport;7.33776;81.62594;150;AS;LK;Ampara;VCCG;Asia/Colombo
ADQ;medium_airport;Kodiak Airport;57.75;-152.4940033;78;NA;US;Kodiak;PADQ;America/Anchorage
ADR;small_airport;Robert F Swinnie Airport;33.4516983032;-79.5261993408;26;NA;US;Andrews;KPHH;America/New_York
ADS;small_airport;Addison Airport;32.9686012268;-96.8364028931;644;NA;US;Dallas;KADS;America/Chicago
ADT;small_airport;Ada Municipal Airport;34.8042984009;-96.67130279540001;1016;NA;US;Ada;KADH;America/Chicago
ADU;medium_airport;Ardabil Airport;38.3256988525;48.4244003296;4315;AS;IR;Ardabil;OITL;Asia/Tehran
ADW;large_airport;Andrews Air Force Base;38.810798645;-76.86699676510001;280;NA;US;Camp Springs;KADW;America/New_York
ADX;medium_airport;RAF Leuchars;56.37289810180664;-2.8684399127960205;38;EU;GB;St. Andrews;EGQL;Europe/London
ADY;small_airport;Alldays Airport;-22.6790008545;29.0555000305;2600;AF;ZA;Alldays;FAAL;Africa/Johannesburg
ADZ;medium_airport;Gustavo Rojas Pinilla International Airport;12.5836;-81.7112;19;SA;CO;San Andrés;SKSP;America/Bogota
AEA;small_airport;Abemama Atoll Airport;0.49083301424980164;173.82899475097656;8;OC;KI;Abemama Atoll;NGTB;Pacific/Tarawa
AEB;medium_airport;Baise Youjiang Airport;23.7206001282;106.959999084;490;AS;CN;Baise;ZGBS;Asia/Chongqing
AEG;medium_airport;Aek Godang Airport;1.4001;99.430496;922;AS;ID;Padang Sidempuan-Sumatra Island;WIME;Asia/Jakarta
AEH;medium_airport;Abeche Airport;13.847000122070312;20.84429931640625;1788;AF;TD;;FTTC;Africa/Ndjamena
AEK;small_airport;Aseki Airport;-7.35080485552;146.19386673;4106;OC;PG;Aseki;AYAX;Pacific/Port_Moresby
AEL;small_airport;Albert Lea Municipal Airport;43.68149948;-93.36720276;1260;NA;US;Albert Lea;KAEL;America/Chicago
AEO;small_airport;Aioun el Atrouss Airport;16.711299896240234;-9.637880325317383;951;AF;MR;Aioun El Atrouss;GQNA;Africa/Nouakchott
AEP;medium_airport;Jorge Newbery Airpark;-34.5592;-58.4156;18;SA;AR;Buenos Aires;SABE;America/Argentina/Buenos_Aires
AER;large_airport;Sochi International Airport;43.449902;39.9566;89;EU;RU;Sochi;URSS;Europe/Moscow
AES;medium_airport;Ålesund Airport;62.5625;6.119699954986572;69;EU;NO;Ålesund;ENAL;Europe/Oslo
AET;small_airport;Allakaket Airport;66.5518035889;-152.621994019;441;NA;US;Allakaket;PFAL;America/Anchorage
AEU;medium_airport;Abumusa Island Airport;25.875699996948242;55.03300094604492;23;AS;IR;;OIBA;Asia/Dubai
AEX;medium_airport;Alexandria International Airport;31.32740020751953;-92.54979705810547;89;NA;US;Alexandria;KAEX;America/Chicago
AEY;medium_airport;Akureyri Airport;65.66000366210938;-18.07270050048828;6;EU;IS;Akureyri;BIAR;Atlantic/Reykjavik
AFA;medium_airport;Suboficial Ay Santiago Germano Airport;-34.588299;-68.4039;2470;SA;AR;San Rafael;SAMR;America/Argentina/Mendoza
AFD;small_airport;Port Alfred Airport;-33.5541992188;26.877700805699998;275;AF;ZA;Port Alfred;FAPA;Africa/Johannesburg
AFF;small_airport;USAF Academy Airfield;38.96969986;-104.8130035;6572;NA;US;Colorado Springs;KAFF;America/Denver
AFI;small_airport;Amalfi Airport;6.91667;-75.0667;5507;SA;CO;Amalfi;SKAM;America/Bogota
AFL;medium_airport;Piloto Osvaldo Marques Dias Airport;-9.8663892746;-56.1049995422;948;SA;BR;Alta Floresta;SBAT;America/Cuiaba
AFN;small_airport;Jaffrey Airport Silver Ranch Airport;42.805099487300005;-72.0029983521;1040;NA;US;Jaffrey;KAFN;America/New_York
AFO;small_airport;Afton Municipal Airport;42.7112007141;-110.942001343;6221;NA;US;Afton;KAFO;America/Denver
AFR;small_airport;Afore Airstrip;-9.142222222220001;148.390833333;2500;OC;PG;;AYAF;Pacific/Port_Moresby
AFS;small_airport;Sugraly Airport;41.61389923095703;64.23320007324219;1396;AS;UZ;Zarafshan;UTSN;Asia/Samarkand
AFT;small_airport;Afutara Aerodrome;-9.19138888889;160.948611111;23;OC;SB;Bila;AGAF;Pacific/Guadalcanal
AFW;large_airport;Fort Worth Alliance Airport;32.9875984192;-97.31880187990001;722;NA;US;Fort Worth;KAFW;America/Chicago
AFY;medium_airport;Afyon Airport;38.726398468;30.6011009216;3310;AS;TR;Afyonkarahisar;LTAH;Europe/Istanbul
AFZ;medium_airport;Sabzevar National Airport;36.16809844970703;57.59519958496094;3010;AS;IR;Sabzevar;OIMS;Asia/Tehran
AGA;medium_airport;Al Massira Airport;30.325000762939453;-9.413069725036621;250;AF;MA;Agadir;GMAD;Africa/Casablanca
AGB;medium_airport;Augsburg Airport;48.425278;10.931667;1516;EU;DE;Augsburg;EDMA;Europe/Berlin
AGC;medium_airport;Allegheny County Airport;40.354400634765625;-79.9301986694336;1252;NA;US;Pittsburgh;KAGC;America/New_York
AGD;small_airport;Anggi Airport;-1.3858;133.8737;6644;AS;ID;Anggi-Papua Island;WASG;Asia/Jayapura
AGE;small_airport;Wangerooge Airport;53.782779693603516;7.913888931274414;7;EU;DE;Wangerooge;EDWG;Europe/Berlin
AGF;medium_airport;Agen-La Garenne Airport;44.17470169067383;0.5905560255050659;204;EU;FR;Agen/La Garenne;LFBA;Europe/Paris
AGH;medium_airport;Ängelholm-Helsingborg Airport;56.29610061645508;12.847100257873535;68;EU;SE;Ängelholm;ESTA;Europe/Stockholm
AGI;small_airport;Wageningen Airstrip;5.76666688919;-56.6333312988;6;SA;SR;Wageningen;SMWA;America/Paramaribo
AGJ;small_airport;Aguni Airport;26.5925006866;127.240997314;38;AS;JP;Aguni;RORA;Asia/Tokyo
AGL;small_airport;Wanigela Airport;-9.3375;149.155555556;53;OC;PG;;AYWG;Pacific/Port_Moresby
AGO;small_airport;Magnolia Municipal Airport;33.22800064;-93.21700287;319;NA;US;Magnolia;KAGO;America/Chicago
AGP;large_airport;Málaga Airport;36.67490005493164;-4.499110221862793;53;EU;ES;Málaga;LEMG;Europe/Madrid
AGR;medium_airport;Agra Airport;27.155799865722656;77.96089935302734;551;AS;IN;;VIAG;Asia/Kolkata
AGS;large_airport;Augusta Regional At Bush Field;33.36989974975586;-81.9645004272461;144;NA;US;Augusta;KAGS;America/New_York
AGT;medium_airport;Guarani International Airport;-25.454516;-54.842682;846;SA;PY;Ciudad del Este;SGES;America/Asuncion
AGU;medium_airport;Jesús Terán Paredo International Airport;21.705601;-102.318001;6112;NA;MX;Aguascalientes;MMAS;America/Mexico_City
AGV;medium_airport;Oswaldo Guevara Mujica Airport;9.553375244140625;-69.23786926269531;640;SA;VE;Acarigua;SVAC;America/Caracas
AGX;medium_airport;Agatti Airport;10.823699951171875;72.1760025024414;14;AS;IN;;VOAT;Asia/Kolkata
AGZ;medium_airport;Aggeneys Airport;-29.28179931640625;18.813899993896484;2648;AF;ZA;Aggeneys;FAAG;Africa/Johannesburg
AHB;medium_airport;Abha Regional Airport;18.240400314299997;42.65660095210001;6858;AS;SA;Abha;OEAB;Asia/Riyadh
AHC;small_airport;Amedee Army Air Field;40.26620102;-120.1529999;4012;NA;US;Herlong;KAHC;America/Los_Angeles
AHE;medium_airport;Ahe Airport;-14.428099632263184;-146.2570037841797;11;OC;PF;Ahe Atoll;NTHE;Pacific/Tahiti
AHH;small_airport;Amery Municipal Airport;45.2811012268;-92.37539672850001;1088;NA;US;Amery;KAHH;America/Chicago
AHI;small_airport;Amahai Airport;-3.34800004959;128.925994873;29;AS;ID;Amahai-Seram Island;WAPA;Asia/Jayapura
AHJ;medium_airport;Hongyuan Airport;32.53154;102.35224;11600;AS;CN;Aba;ZUHY;Asia/Chongqing
AHL;small_airport;Aishalton Airport;2.486530065536499;-59.31340026855469;587;SA;GY;Aishalton;SYAH;America/Guyana
AHM;small_airport;Ashland Municipal Sumner Parker Field;42.190299987799996;-122.661003113;1885;NA;US;Ashland;KS03;America/Los_Angeles
AHN;medium_airport;Athens Ben Epps Airport;33.94860076904297;-83.32630157470703;808;NA;US;Athens;KAHN;America/New_York
AHO;medium_airport;Alghero-Fertilia Airport;40.632099;8.29077;87;EU;IT;Alghero;LIEA;Europe/Rome
AHS;small_airport;Ahuas Airport;15.4722;-84.352203;249;NA;HN;Ahuas;MHAH;America/Tegucigalpa
AHU;medium_airport;Cherif Al Idrissi Airport;35.177101135253906;-3.83951997756958;95;AF;MA;Al Hoceima;GMTA;Africa/Casablanca
AHZ;small_airport;Altiport L'Alpe d'Huez - Henri GIRAUD;45.088299;6.08472;6102;EU;FR;L'Alpe d'Huez;LFHU;Europe/Paris
AIA;small_airport;Alliance Municipal Airport;42.0531997681;-102.804000854;3931;NA;US;Alliance;KAIA;America/Denver
AID;small_airport;Anderson Municipal Darlington Field;40.10860061649999;-85.6129989624;919;NA;US;Anderson;KAID;America/Indiana/Indianapolis
AIE;small_airport;Aiome Airport;-5.145699978;144.7307003;350;OC;PG;Aiome;AYAO;Pacific/Port_Moresby
AIF;small_airport;Marcelo Pires Halzhausen Airport;-22.64;-50.453056;1850;SA;BR;Assis;SNAX;America/Sao_Paulo
AIG;small_airport;Yalinga Airport;6.519999980926514;23.260000228881836;1975;AF;CF;Yalinga;FEFY;Africa/Bangui
AIH;small_airport;Aiambak Airport;-7.342777777779999;141.2675;90;OC;PG;Aiambak;AYAK;Pacific/Port_Moresby
AII;small_airport;Ali-Sabieh Airport;11.1468888889;42.72;2320;AF;DJ;Ali-Sabieh;HDAS;Africa/Djibouti
AIK;small_airport;Aiken Municipal Airport;33.6493988037;-81.68499755859999;528;NA;US;Aiken;KAIK;America/New_York
AIN;medium_airport;Wainwright Airport;70.6380004883;-159.994995117;41;NA;US;Wainwright;PAWI;America/Anchorage
AIO;small_airport;Atlantic Municipal Airport;41.40729904;-95.04689789;1165;NA;US;Atlantic;KAIO;America/Chicago
AIR;small_airport;Aripuanã Airport;-10.188278;-59.457273;623;SA;BR;Aripuanã;SSOU;America/Cuiaba
AIS;small_airport;Arorae Island Airport;-2.61611008644104;176.80299377441406;;OC;KI;Arorae Island;NGTR;Pacific/Tarawa
AIT;small_airport;Aitutaki Airport;-18.830900192260742;-159.76400756835938;14;OC;CK;Aitutaki;NCAI;Pacific/Rarotonga
AIU;small_airport;Enua Airport;-19.96780014038086;-158.11900329589844;36;OC;CK;Atiu Island;NCAT;Pacific/Rarotonga
AIV;small_airport;George Downer Airport;33.106499;-88.1978;150;NA;US;Aliceville;KAIV;America/Chicago
AIW;small_airport;Ai-Ais Airport;-27.995;17.5966;2000;AF;NA;Ai-Ais;FYAA;Africa/Windhoek
AIZ;small_airport;Lee C Fine Memorial Airport;38.0960006714;-92.54949951170002;869;NA;US;Kaiser Lake Ozark;KAIZ;America/Chicago
AJA;medium_airport;Ajaccio-Napoléon Bonaparte Airport;41.92359924316406;8.8029203414917;18;EU;FR;Ajaccio/Napoléon Bonaparte;LFKJ;Europe/Paris
AJF;medium_airport;Al-Jawf Domestic Airport;29.78510093688965;40.099998474121094;2261;AS;SA;Al-Jawf;OESK;Asia/Riyadh
AJI;medium_airport;Ağrı Airport;39.654541015625;43.025978088378906;5462;AS;TR;;LTCO;Europe/Istanbul
AJJ;small_airport;Akjoujt Airport;19.733016967773438;-14.383249282836914;403;AF;MR;Akjoujt;GQNJ;Africa/Nouakchott
AJK;small_airport;Arak Airport;34.138099670410156;49.8473014831543;5440;AS;IR;Araak;OIHR;Asia/Tehran
AJL;medium_airport;Lengpui Airport;23.840599060099997;92.6196975708;1398;AS;IN;Aizawl;VELP;Asia/Kolkata
AJN;medium_airport;Ouani Airport;-12.131699562072754;44.430301666259766;62;AF;KM;Ouani;FMCV;Indian/Comoro
AJR;medium_airport;Arvidsjaur Airport;65.59030151367188;19.28190040588379;1245;EU;SE;Arvidsjaur;ESNX;Europe/Stockholm
AJU;medium_airport;Santa Maria Airport;-10.984000206;-37.0703010559;23;SA;BR;Aracaju;SBAR;America/Maceio
AJY;medium_airport;Mano Dayak International Airport;16.965999603271484;8.000109672546387;1657;AF;NE;Agadez;DRZA;Africa/Niamey
AKA;small_airport;Ankang Wulipu Airport;32.708099;108.931;860;AS;CN;Ankang;ZLAK;Asia/Chongqing
AKB;small_airport;Atka Airport;52.22029877;-174.2059937;57;NA;US;Atka;PAAK;America/Adak
AKC;medium_airport;Akron Fulton International Airport;41.0374984741;-81.4669036865;1067;NA;US;Akron;KAKR;America/New_York
AKD;medium_airport;Akola Airport;20.698999404907227;77.05860137939453;999;AS;IN;;VAAK;Asia/Kolkata
AKE;small_airport;Akieni Airport;-1.13967001438;13.9035997391;1660;AF;GA;Akieni;FOGA;Africa/Libreville
AKF;medium_airport;Kufra Airport;24.178699493408203;23.31399917602539;1367;AF;LY;Kufra;HLKF;Africa/Tripoli
AKG;small_airport;Anguganak Airport;-3.560504;142.217307;937;OC;PG;Anguganak;AYGU;Pacific/Port_Moresby
AKH;medium_airport;Prince Sultan Air Base;24.062700271606445;47.580501556396484;1651;AS;SA;;OEPS;Asia/Riyadh
AKI;small_airport;Akiak Airport;60.9029006958;-161.231002808;30;NA;US;Akiak;PFAK;America/Anchorage
AKJ;medium_airport;Asahikawa Airport;43.670799255371094;142.44700622558594;721;AS;JP;Asahikawa / Hokkaido;RJEC;Asia/Tokyo
AKK;small_airport;Akhiok Airport;56.9387016296;-154.182998657;44;NA;US;Akhiok;PAKH;America/Anchorage
AKL;large_airport;Auckland International Airport;-37.008098602299995;174.792007446;23;OC;NZ;Auckland;NZAA;Pacific/Auckland
AKN;medium_airport;King Salmon Airport;58.67679977;-156.6490021;73;NA;US;King Salmon;PAKN;America/Anchorage
AKO;small_airport;Colorado Plains Regional Airport;40.1755981445;-103.222000122;4714;NA;US;Akron;KAKO;America/Denver
AKP;medium_airport;Anaktuvuk Pass Airport;68.13359833;-151.7429962;2102;NA;US;Anaktuvuk Pass;PAKP;America/Anchorage
AKR;medium_airport;Akure Airport;7.246739864349365;5.3010101318359375;1100;AF;NG;Akure;DNAK;Africa/Lagos
AKS;small_airport;Auki Airport;-8.70256996155;160.682006836;5;OC;SB;Auki;AGGA;Pacific/Guadalcanal
AKT;large_airport;RAF Akrotiri;34.590401;32.9879;76;EU;GB;Akrotiri;LCRA;Asia/Nicosia
AKU;medium_airport;Aksu Airport;41.262501;80.291702;3816;AS;CN;Aksu;ZWAK;Asia/Kashgar
AKV;medium_airport;Akulivik Airport;60.818599700927734;-78.14859771728516;75;NA;CA;Akulivik;CYKO;America/Montreal
AKW;medium_airport;Aghajari Airport;30.7444;49.6772;88;AS;IR;Aghajari;OIAG;Asia/Tehran
AKX;medium_airport;Aktobe Airport;50.24580001831055;57.20669937133789;738;AS;KZ;Aktyuinsk;UATT;Asia/Aqtobe
AKY;medium_airport;Sittwe Airport;20.132699966430664;92.87259674072266;27;AS;MM;Sittwe;VYSW;Asia/Rangoon
ALA;large_airport;Almaty Airport;43.35210037231445;77.04049682617188;2234;AS;KZ;Almaty;UAAA;Asia/Almaty
ALB;medium_airport;Albany International Airport;42.74829864501953;-73.80169677734375;285;NA;US;Albany;KALB;America/New_York
ALC;large_airport;Alicante International Airport;38.28219985961914;-0.5581560134887695;142;EU;ES;Alicante;LEAL;Europe/Madrid
ALD;small_airport;Alerta Airport;-11.682999610900879;-69.33300018310547;797;SA;PE;Fortaleza;SPAR;America/Lima
ALF;medium_airport;Alta Airport;69.976097106934;23.371700286865;9;EU;NO;Alta;ENAT;Europe/Oslo
ALG;large_airport;Houari Boumediene Airport;36.691001892089844;3.215409994125366;82;AF;DZ;Algiers;DAAG;Africa/Algiers
ALH;medium_airport;Albany Airport;-34.94329833984375;117.80899810791016;233;OC;AU;Albany;YABA;Australia/Perth
ALI;medium_airport;Alice International Airport;27.740900039699998;-98.02690124510002;178;NA;US;Alice;KALI;America/Chicago
ALJ;medium_airport;Alexander Bay Airport;-28.5750007629;16.5333003998;98;AF;ZA;Alexander Bay;FAAB;Africa/Johannesburg
ALL;medium_airport;Villanova D'Albenga International Airport;44.050598;8.12743;148;EU;IT;Albenga (SV);LIMG;Europe/Rome
ALM;medium_airport;Alamogordo White Sands Regional Airport;32.8399009705;-105.990997314;4200;NA;US;Alamogordo;KALM;America/Denver
ALN;medium_airport;St Louis Regional Airport;38.89030075069999;-90.0459976196;544;NA;US;Alton/St Louis;KALN;America/Chicago
ALO;medium_airport;Waterloo Regional Airport;42.557098388671875;-92.40029907226562;873;NA;US;Waterloo;KALO;America/Chicago
ALP;large_airport;Aleppo International Airport;36.18069839477539;37.22439956665039;1276;AS;SY;Aleppo;OSAP;Asia/Damascus
ALQ;small_airport;Alegrete Novo Airport;-29.812700271599997;-55.8933982849;459;SA;BR;Alegrete;SSLT;America/Sao_Paulo
ALR;medium_airport;Alexandra Airport;-45.211700439453125;169.3730010986328;752;OC;NZ;Alexandra;NZLX;Pacific/Auckland
ALS;medium_airport;San Luis Valley Regional Bergman Field;37.434898;-105.866997;7539;NA;US;Alamosa;KALS;America/Denver
ALT;small_airport;Alenquer Airport;-1.917;-54.7231;55;SA;BR;Alenquer;SDWQ;America/Santarem
ALU;small_airport;Alula Airport;11.9582;50.748;6;AF;SO;Alula;HCMA;Africa/Mogadishu
ALW;medium_airport;Walla Walla Regional Airport;46.09489822;-118.288002;1194;NA;US;Walla Walla;KALW;America/Los_Angeles
ALX;small_airport;Thomas C Russell Field;32.914699554399995;-85.9629974365;686;NA;US;Alexander City;KALX;America/Chicago
ALY;medium_airport;El Nouzha Airport;31.183900833129883;29.94890022277832;-6;AF;EG;Alexandria;HEAX;Africa/Cairo
